Phrase,Sentiment
we want to help -- or hurt,3
cinema fans,3
"A strong script ,",3
A compelling allegory,3
becoming,3
More sophisticated and literate than such pictures,3
real pleasure in its laid-back way,3
"in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him",3
not mean-spirited,3
surprisingly affecting,3
you had already seen that movie,1
of sulky teen drama and overcoming-obstacles sports-movie triumph,3
is trash,0
pairing Clayburgh and Tambor,3
Alternately frustrating and rewarding .,3
"warm , inviting , and",4
"is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers",0
"It 's packed with adventure and a worthwhile environmental message , so it 's great for the kids .",4
prevails,3
Though few will argue that it ranks with the best of Herzog 's works,3
Green,2
"will thrill you , touch you and make you",4
what you 'd expect from a guy,3
of the startling intimacy,3
has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product,1
"arrives from the margin that gives viewers a chance to learn , to grow , to travel .",3
"with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the Cotswolds",3
are poorly delivered,1
"Dickens ' wonderfully sprawling soap opera ,",4
", we hope it 's only acting .",3
"Me no lika da accents so good , but I thoroughly enjoyed the love story",3
idealism American,3
You can take the grandkids or the grandparents and never worry about anyone being bored ... audience is a sea of constant smiles and frequent laughter,4
rooted,3
guide,2
"Poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .",0
"very compelling , sensitive ,",4
gives her best performance,2
expect -- but nothing,2
Perhaps the best sports movie I 've ever seen .,4
"beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers",3
huge heart,3
candy-coat,2
fascinating connections,3
is still quite good-natured and not a bad way to spend an hour or two,3
"the performances , for the most part , credible",3
maintaining a light touch,3
"Like all great films about a life you never knew existed , it offers much to absorb and even more to think about after the final frame .",4
phrase ` life affirming ',3
than romantic,3
the simplistic Heaven will quite likely be more like hell .,1
Often hilarious .,3
ensures,3
The year 's greatest adventure,4
most brilliant and brutal UK crime film,4
be a New Mexican Cinema a-bornin ',3
strangely liberating,3
trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product,0
I like it .,3
"bring on the Battle Bots , please",3
"Jagger , Stoppard and",3
terrific special effects,4
"a lot of running around , screaming and death",1
"is sure to give you a lot of laughs in this simple , sweet and romantic comedy .",4
astoundingly,3
when it does,2
a great deal,3
the week blown up for the big screen,1
forgettably,1
humor and snappy dialogue,4
is truly gorgeous to behold .,4
in his element,2
it goes further than both,3
", modestly action-oriented World War II adventure",3
good material,4
is as kooky and overeager as it is spooky and subtly in love with myth,2
", it 'll only put you to sleep .",0
one of those rare remakes,3
nostalgic comments,3
"can still turn out a small , personal film with an emotional wallop",3
Could n't someone take Rob Schneider and have him switch bodies with a funny person,0
for only 71 minutes,3
infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor,4
in private,3
"Before long , you 're desperate for the evening to end .",0
become comparatively sane and healthy,3
care about the truth,3
successful,4
cute animals,4
particularly dark,2
Great over-the-top moviemaking if you 're in a slap-happy mood .,4
"Director Tom Dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut Shanghai Noon , but Showtime 's uninspired send-up of TV cop show cliches mostly leaves him shooting blanks .",3
which means that Birthday Girl is the kind of quirkily appealing minor movie she might not make for a while,3
joyous films that leaps over national boundaries and celebrates universal human nature,4
tackling serious themes,3
"A simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances",4
nicely done,3
this stylish film,3
are n't - kids-cute sentimentality by a warmth that is n't faked and a stately sense of composition .,3
Enjoyably fast-moving,4
is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .,0
got me grinning .,3
by a master,3
action-packed an experience as a ringside seat,3
future-world,3
Beautifully crafted and brutally honest,4
overcome his personal obstacles and,3
Sandler,3
the promise of digital filmmaking,3
"to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage",0
images,2
Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .,3
its promising cast of characters,3
Birthday Girl is the kind of quirkily appealing minor movie she might not make for a while,3
"ca n't quite maintain its initial momentum , but remains sporadically funny throughout .",3
"A perceptive , good-natured movie",3
believe,2
visual style,3
quirky Iranian drama Secret Ballot,3
relies on subtle ironies and visual devices,3
the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt,3
man,2
"is shallow , offensive and redundant ,",0
that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch,3
funny and human and really pretty damned wonderful,4
Curling may be a unique sport,3
wears out its welcome as tryingly as the title character .,1
"to inject her pure fantasy character , Melanie Carmichael , with a massive infusion of old-fashioned Hollywood magic",4
take huge risks to ponder the whole notion of passion,3
waydowntown manages to nail the spirit-crushing ennui of denuded urban living without giving in to it .,3
oddly humorous,4
keep the story compelling,3
for controversy,3
A stylistic,3
"entertaining from start to finish , featuring a fall from grace that still leaves shockwaves",4
is not rooted in that decade,3
are masterfully controlled,4
action-oriented World War,3
action-packed,3
"is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized",3
"in this film , every shot enhances the excellent performances",4
"evanescent , seamless and sumptuous stream",3
is still worth hearing .,3
few equals this side of Aesop,3
