Phrase,Sentiment
"by England 's Roger Mitchell , who handily makes the move from pleasing",3
"Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness",3
", thanks to the presence of ` the King , ' it also rocks .",3
pleasure to watch,4
him,2
"mounted , exasperatingly well-behaved film , which ticks off Kahlo 's lifetime milestones with the dutiful precision of a tax accountant .",3
visual charm or texture,3
on hammy at times,3
things so nice,3
This movie is about the worst thing Chan has done in the United States .,0
enthusiasm,3
really,2
's no denying that Burns is a filmmaker with a bright future ahead of him,4
"Catholic or , really ,",2
a detailed personal portrait,3
"does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the Cotswolds .",3
some wickedly sick and twisted humor,3
terrific date movie,3
big screen postcard,2
Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice,4
"better , but it coulda",3
the kind,2
bad ideas and awkwardness,0
", at least he provides a strong itch to explore more .",3
instrument,2
be familiar,3
worthy of the price of a ticket,4
the film ` refreshing,2
the makers of this ` we 're - doing-it-for - the-cash ' sequel,0
could hardly ask for more,3
"gentle , lapping rhythms",3
real winner,4
the refreshingly unhibited enthusiasm,4
Just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny,3
are telegraphed in the most blithe exchanges gives the film its lingering tug,3
lackadaisical,1
colorfully,3
Monte Cristo smartly emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds .,4
"is a touching reflection on aging , suffering and the prospect of death .",3
was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival,3
it takes a sudden turn and devolves into a bizarre sort of romantic comedy,1
the bulk,2
"in their cheap , B movie way",1
landmark,3
with a decent sense of humor and plenty of things that go boom,3
cool,3
no reason to exist,1
"A sun-drenched masterpiece , part parlor game , part psychological case study ,",3
"A lot of fun , with an undeniable energy",4
Legged,2
this date-night diversion will definitely win some hearts,4
absolute,2
Buckaroo,3
"delightfully unpredictable , hilarious comedy",4
remains the real masterpiece,4
feels comfortable with taking insane liberties and doing the goofiest stuff out of left field,3
is definitely a director to watch,4
just that,2
air conditioning and popcorn,3
Holm is terrific as both men and Hjejle quite appealing,4
precious circumstances,3
Weighty and ponderous but every bit as filling as the treat of the title .,3
"however , Robert Rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .",4
spirals downward,1
vapid actor 's exercise,1
spotty script,1
balances both Traditional or Modern stories together in a manner that one never overwhelms the other,4
that could only be made by African-Americans because of its broad racial insensitivity towards African-Americans,0
how interesting and likable,3
A funny and well-contructed black comedy where the old adage `` be careful what you wish for '' is given a full workout .,4
"intimate , unguarded moments",3
"perfectly acceptable ,",3
is clever and insightful,4
A small gem from Belgium .,4
An annoying orgy,0
one of those rare docs that paints a grand picture of an era and makes the journey feel like a party,4
various amusing sidekicks,3
humorous and tender,3
prove more potent and riveting than the unlikely story of Sarah and Harrison,4
", Paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .",4
"The new Insomnia is a surprisingly faithful remake of its chilly predecessor ,",3
", smart and complicated",3
when various characters express their quirky inner selves,3
insane,1
A stylish cast and some clever scripting solutions,4
beautifully photographed,3
"new , or inventive , journey",3
occasionally fun,3
"the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them .",3
evolved from star to superstar some time,3
", you may be surprised at the variety of tones in Spielberg 's work .",3
sexploitation,1
"brisk , reverent , and subtly different sequel",3
's a day at the beach -- with air conditioning and popcorn,3
take us by surprise ...,3
mostly to the tongue-in-cheek attitude of the screenplay,3
fling,3
script,2
most purely enjoyable,4
what is good for the goose,2
charming 2000 debut Shanghai Noon,3
if they had periods,3
that in the nicest possible way,3
never mind all that ; the boobs are fantasti,3
", I do n't see the point",1
"captures , in luminous interviews and amazingly evocative film from three decades ago ,",3
weirdo role,2
A piquant meditation,3
to avoid solving one problem by trying to distract us with the solution to another,1
the innocence and budding demons within a wallflower,2
macabre and very,2
cheap hysterics,1
make the most sincere and artful movie in which Adam Sandler will probably ever appear,4
is nothing redeeming about this movie,0
sweet spirit,3
the action looks fake,1
"`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .",4
Hussein,2
"go anywhere new ,",3
to the genre and another first-rate performance,4
Run for your lives,0
engrossing and infectiously enthusiastic documentary,4
lazy plotting,1
the most multilayered and sympathetic female characters of the year,3
"should have followed the runaway success of his first film , The Full Monty , with something different",2
make us care about Zelda 's ultimate fate,3
"searches -LRB- vainly , I think -RRB- for something fresh to say",3
any intrigue,2
richly rewarded,4
substitutable,1
film that 's flawed and brilliant in equal measure .,3
is a towering siren .,3
relatively gore-free,3
"This is a very funny , heartwarming film .",4
", deeply unsettling experience",1
of the week blown up for the big screen,1
"have a good shot at a Hollywood career , if they want one",3
Gooding is the energetic frontman,4
developed characters,3
an artist who is simply tired --,1
of film,2
its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros,3
accomplishes,3
as delicately calibrated in tone,3
most brilliant and brutal,3
asks the right questions,3
cracker barrel,2
"A beautiful , entertaining two hours .",4
"is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .",0
are n't - kids-cute sentimentality by a warmth that is n't faked and a stately sense of composition .,3
again dazzle and delight us,4
headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film,4
You never know where Changing Lanes is going to take you but it 's a heck of a ride,3
against the humanity of a psycho,2
are so well,3
popcorn,3
excellent use of music by India 's popular Gulzar and Jagjit Singh,4
The story alone could force you to scratch a hole in your head .,1
occasionally horrifying but often inspiring,3
"the past year , which means that Birthday Girl is the kind of quirkily appealing minor movie she might not make for a while",3
the final effect is like having two guys yelling in your face for two hours .,0
"While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .",4
